scroll_id,dag_depth,complexity,fork_score,unit_type,latency_ms,energy_w,timestamp
scroll_02495,3,0.79,2.37,sniper_pair,0.863,0.0118,2024-12-17T10:34:07.997361
scroll_02496,6,0.72,4.32,squad,1.071,0.0188,2024-06-18T10:34:07.997372
scroll_02497,2,0.67,1.34,sniper_pair,0.852,0.0118,2024-07-09T10:34:07.997382
scroll_02498,6,0.82,4.92,platoon,1.144,0.0202,2025-03-22T10:34:07.997392
scroll_02499,3,0.61,1.83,sniper_pair,0.887,0.0106,2024-11-30T10:34:07.997402
scroll_02500,3,0.57,1.71,sniper_pair,0.818,0.0109,2025-04-11T10:34:07.997412
scroll_02501,6,0.44,2.64,fireteam,0.863,0.0144,2024-05-28T10:34:07.997424
scroll_02502,5,0.48,2.4,sniper_pair,0.715,0.013,2024-06-13T10:34:07.997436
scroll_02503,6,0.84,5.04,platoon,1.217,0.0198,2025-02-11T10:34:07.997447
scroll_02504,3,0.74,2.2199999999999998,sniper_pair,0.862,0.0119,2024-06-17T10:34:07.997464
scroll_02505,2,0.87,1.74,sniper_pair,0.797,0.0098,2024-11-17T10:34:07.997478
scroll_02506,5,0.47,2.3499999999999996,sniper_pair,0.828,0.0125,2024-12-02T10:34:07.997488
scroll_02507,3,0.97,2.91,fireteam,0.923,0.0122,2024-06-17T10:34:07.997499
scroll_02508,6,0.54,3.24,fireteam,0.922,0.0139,2025-01-15T10:34:07.997509
scroll_02509,3,0.53,1.59,sniper_pair,0.88,0.0114,2024-06-12T10:34:07.997520
scroll_02510,4,0.74,2.96,fireteam,0.883,0.0124,2025-03-02T10:34:07.997530
scroll_02511,6,0.77,4.62,platoon,1.219,0.0204,2024-07-20T10:34:07.997540
scroll_02512,6,0.59,3.54,squad,0.994,0.0164,2024-10-18T10:34:07.997550
scroll_02513,5,0.94,4.699999999999999,platoon,1.178,0.0181,2025-02-22T10:34:07.997560
scroll_02514,6,0.73,4.38,squad,1.029,0.0173,2025-05-06T10:34:07.997571
scroll_02515,4,0.7,2.8,fireteam,0.903,0.0138,2025-03-19T10:34:07.997581
scroll_02516,3,0.51,1.53,sniper_pair,0.827,0.0113,2025-04-08T10:34:07.997591
scroll_02517,4,0.91,3.64,squad,0.97,0.0169,2025-02-27T10:34:07.997601
scroll_02518,4,0.57,2.28,sniper_pair,0.828,0.0123,2024-12-08T10:34:07.997611
scroll_02519,6,0.64,3.84,squad,1.038,0.0161,2025-03-28T10:34:07.997622
scroll_02520,5,0.83,4.1499999999999995,squad,0.972,0.0171,2025-03-27T10:34:07.997639
scroll_02521,6,0.49,2.94,fireteam,0.96,0.0146,2025-01-12T10:34:07.997657
scroll_02522,4,0.82,3.28,fireteam,0.92,0.0136,2024-08-11T10:34:07.997672
scroll_02523,5,0.99,4.95,platoon,1.328,0.0195,2025-04-12T10:34:07.997683
scroll_02524,3,0.74,2.2199999999999998,sniper_pair,0.838,0.0123,2024-07-04T10:34:07.997693
scroll_02525,5,0.43,2.15,sniper_pair,0.778,0.0147,2025-05-10T10:34:07.997703
scroll_02526,6,0.52,3.12,fireteam,0.904,0.0135,2025-04-11T10:34:07.997714
scroll_02527,5,0.99,4.95,platoon,1.067,0.0187,2025-03-27T10:34:07.997725
scroll_02528,5,0.5,2.5,fireteam,0.907,0.0146,2024-06-20T10:34:07.997735
scroll_02529,2,0.86,1.72,sniper_pair,0.682,0.0128,2024-12-04T10:34:07.997745
scroll_02530,6,0.89,5.34,platoon,1.18,0.0194,2024-11-28T10:34:07.997755
scroll_02531,5,0.88,4.4,squad,1.036,0.0171,2024-10-15T10:34:07.997765
scroll_02532,5,0.66,3.3000000000000003,fireteam,0.928,0.0133,2025-05-01T10:34:07.997777
scroll_02533,2,0.77,1.54,sniper_pair,0.763,0.0124,2025-01-07T10:34:07.997787
scroll_02534,5,0.82,4.1,squad,0.941,0.0167,2024-12-11T10:34:07.997797
scroll_02535,3,0.91,2.73,fireteam,0.821,0.0134,2024-06-30T10:34:07.997807
scroll_02536,3,0.88,2.64,fireteam,0.959,0.0138,2025-03-02T10:34:07.997817
scroll_02537,3,0.42,1.26,sniper_pair,0.879,0.0127,2024-10-27T10:34:07.997828
scroll_02538,3,0.83,2.4899999999999998,sniper_pair,0.761,0.0129,2025-05-12T10:34:07.997838
scroll_02539,5,0.76,3.8,squad,0.959,0.0172,2024-08-31T10:34:07.997848
scroll_02540,5,0.89,4.45,squad,1.028,0.0183,2024-07-08T10:34:07.997858
scroll_02541,3,0.52,1.56,sniper_pair,0.792,0.0126,2025-03-02T10:34:07.997869
scroll_02542,3,0.85,2.55,fireteam,0.913,0.0148,2025-03-22T10:34:07.997879
scroll_02543,3,0.9,2.7,fireteam,0.961,0.0139,2025-01-19T10:34:07.997889
scroll_02544,4,0.48,1.92,sniper_pair,0.731,0.0128,2024-10-27T10:34:07.997899
scroll_02545,3,0.56,1.6800000000000002,sniper_pair,0.789,0.0118,2024-06-10T10:34:07.997909
scroll_02546,3,0.5,1.5,sniper_pair,0.773,0.0119,2025-03-03T10:34:07.997919
scroll_02547,6,0.97,5.82,company,1.475,0.02,2025-04-05T10:34:07.997930
scroll_02548,4,0.85,3.4,fireteam,0.934,0.0127,2024-09-14T10:34:07.997940
scroll_02549,6,0.79,4.74,platoon,1.274,0.0209,2024-12-24T10:34:07.997950
scroll_02550,4,0.86,3.44,fireteam,0.873,0.0148,2025-04-02T10:34:07.997960
scroll_02551,2,0.56,1.12,sniper_pair,0.8,0.0125,2024-11-20T10:34:07.997977
scroll_02552,5,0.74,3.7,squad,0.915,0.0178,2024-09-22T10:34:07.997995
scroll_02553,6,0.61,3.66,squad,1.094,0.0164,2025-02-20T10:34:07.998007
scroll_02554,2,0.79,1.58,sniper_pair,0.814,0.0128,2024-07-15T10:34:07.998024
scroll_02555,4,0.93,3.72,squad,1.004,0.0166,2024-12-15T10:34:07.998043
scroll_02556,6,0.57,3.42,fireteam,0.838,0.014,2024-05-25T10:34:07.998054
scroll_02557,5,0.52,2.6,fireteam,0.902,0.0138,2024-08-17T10:34:07.998065
scroll_02558,4,0.93,3.72,squad,0.994,0.0147,2025-03-22T10:34:07.998076
scroll_02559,4,0.83,3.32,fireteam,0.93,0.0149,2024-10-14T10:34:07.998086
scroll_02560,5,0.85,4.25,squad,0.953,0.0179,2024-11-19T10:34:07.998096
scroll_02561,4,0.59,2.36,sniper_pair,0.796,0.0104,2024-08-18T10:34:07.998108
scroll_02562,4,0.88,3.52,squad,0.955,0.0147,2024-08-11T10:34:07.998124
scroll_02563,3,0.72,2.16,sniper_pair,0.79,0.0105,2025-05-08T10:34:07.998139
scroll_02564,5,0.56,2.8000000000000003,fireteam,0.83,0.0157,2024-08-26T10:34:07.998150
scroll_02565,4,0.74,2.96,fireteam,0.886,0.0126,2025-03-13T10:34:07.998160
scroll_02566,5,0.97,4.85,platoon,1.215,0.0193,2025-02-12T10:34:07.998171
scroll_02567,2,0.97,1.94,sniper_pair,0.787,0.0116,2025-04-10T10:34:07.998181
scroll_02568,5,0.73,3.65,squad,0.997,0.0199,2025-03-27T10:34:07.998191
scroll_02569,5,0.69,3.4499999999999997,fireteam,0.933,0.0127,2024-05-16T10:34:07.998202
scroll_02570,2,0.82,1.64,sniper_pair,0.738,0.0112,2024-05-20T10:34:07.998212
scroll_02571,3,0.76,2.2800000000000002,sniper_pair,0.756,0.0129,2024-11-16T10:34:07.998222
scroll_02572,2,0.44,0.88,sniper_pair,0.789,0.012,2025-05-11T10:34:07.998232
scroll_02573,4,0.53,2.12,sniper_pair,0.877,0.0121,2024-10-05T10:34:07.998242
scroll_02574,3,0.68,2.04,sniper_pair,0.774,0.0118,2024-12-27T10:34:07.998254
scroll_02575,6,0.66,3.96,squad,0.842,0.0149,2024-12-05T10:34:07.998272
scroll_02576,6,0.58,3.4799999999999995,fireteam,0.812,0.0124,2025-02-08T10:34:07.998288
scroll_02577,2,0.85,1.7,sniper_pair,0.73,0.0126,2024-12-29T10:34:07.998299
scroll_02578,4,0.63,2.52,fireteam,0.944,0.0146,2024-12-22T10:34:07.998309
scroll_02579,2,0.83,1.66,sniper_pair,0.827,0.0105,2025-01-15T10:34:07.998319
scroll_02580,4,0.7,2.8,fireteam,0.89,0.0148,2024-07-22T10:34:07.998329
scroll_02581,4,0.88,3.52,squad,1.113,0.0162,2025-03-18T10:34:07.998339
scroll_02582,5,0.74,3.7,squad,0.963,0.0172,2025-01-13T10:34:07.998349
scroll_02583,3,0.95,2.8499999999999996,fireteam,0.885,0.0143,2025-03-13T10:34:07.998359
scroll_02584,4,0.64,2.56,fireteam,0.932,0.0139,2024-08-11T10:34:07.998370
scroll_02585,6,0.74,4.4399999999999995,squad,1.055,0.0166,2024-11-23T10:34:07.998380
scroll_02586,3,0.82,2.46,sniper_pair,0.788,0.0135,2024-08-10T10:34:07.998390
scroll_02587,6,0.75,4.5,platoon,1.144,0.0184,2024-09-11T10:34:07.998401
scroll_02588,2,0.76,1.52,sniper_pair,0.757,0.0112,2025-04-22T10:34:07.998411
scroll_02589,4,0.47,1.88,sniper_pair,0.804,0.0127,2024-12-23T10:34:07.998421
scroll_02590,3,0.46,1.3800000000000001,sniper_pair,0.922,0.013,2025-02-11T10:34:07.998431
scroll_02591,5,0.52,2.6,fireteam,0.941,0.0145,2025-04-09T10:34:07.998441
scroll_02592,3,0.46,1.3800000000000001,sniper_pair,0.835,0.0126,2024-05-23T10:34:07.998458
scroll_02593,4,0.49,1.96,sniper_pair,0.826,0.0117,2024-11-11T10:34:07.998475
scroll_02594,6,0.69,4.14,squad,0.952,0.0162,2025-01-17T10:34:07.998486
scroll_02595,6,0.64,3.84,squad,1.022,0.0157,2025-05-12T10:34:07.998496
scroll_02596,2,0.47,0.94,sniper_pair,0.762,0.0115,2024-10-13T10:34:07.998506
scroll_02597,2,0.64,1.28,sniper_pair,0.814,0.0109,2025-02-24T10:34:07.998516
scroll_02598,4,0.79,3.16,fireteam,0.972,0.0139,2024-08-09T10:34:07.998529
scroll_02599,4,0.96,3.84,squad,1.023,0.0188,2025-01-23T10:34:07.998546
scroll_02600,3,0.62,1.8599999999999999,sniper_pair,0.827,0.0126,2024-12-31T10:34:07.998558
scroll_02601,4,0.76,3.04,fireteam,0.933,0.0142,2024-05-18T10:34:07.998570
scroll_02602,5,0.85,4.25,squad,0.984,0.0184,2025-04-27T10:34:07.998581
scroll_02603,6,0.72,4.32,squad,1.092,0.016,2024-07-25T10:34:07.998591
scroll_02604,6,0.69,4.14,squad,1.001,0.0166,2024-07-27T10:34:07.998602
scroll_02605,4,0.66,2.64,fireteam,0.917,0.0129,2024-08-13T10:34:07.998612
scroll_02606,6,0.42,2.52,fireteam,0.828,0.0128,2024-08-25T10:34:07.998623
scroll_02607,3,0.91,2.73,fireteam,0.823,0.0142,2024-07-11T10:34:07.998633
scroll_02608,2,0.99,1.98,sniper_pair,0.859,0.0145,2024-11-30T10:34:07.998643
scroll_02609,6,0.99,5.9399999999999995,company,1.465,0.0207,2024-08-29T10:34:07.998653
scroll_02610,2,0.74,1.48,sniper_pair,0.817,0.0105,2025-02-01T10:34:07.998663
scroll_02611,5,0.51,2.55,fireteam,0.79,0.0115,2025-01-14T10:34:07.998674
scroll_02612,2,0.62,1.24,sniper_pair,0.767,0.0102,2024-10-06T10:34:07.998688
scroll_02613,6,0.93,5.58,company,1.603,0.0208,2025-02-21T10:34:07.998705
scroll_02614,5,0.89,4.45,squad,0.984,0.0173,2024-06-17T10:34:07.998724
scroll_02615,2,0.69,1.38,sniper_pair,0.827,0.0122,2024-06-05T10:34:07.998741
scroll_02616,3,0.96,2.88,fireteam,0.918,0.0146,2025-01-09T10:34:07.998751
scroll_02617,2,0.75,1.5,sniper_pair,0.853,0.013,2024-05-18T10:34:07.998762
scroll_02618,2,0.6,1.2,sniper_pair,0.773,0.0101,2024-12-19T10:34:07.998772
scroll_02619,6,0.86,5.16,platoon,1.229,0.0189,2024-06-24T10:34:07.998782
scroll_02620,4,0.9,3.6,squad,0.993,0.0171,2025-03-30T10:34:07.998792
scroll_02621,6,0.93,5.58,company,1.514,0.0202,2024-08-06T10:34:07.998803
scroll_02622,5,0.97,4.85,platoon,1.168,0.021,2024-09-19T10:34:07.998813
scroll_02623,6,0.86,5.16,platoon,1.179,0.0176,2024-05-30T10:34:07.998823
scroll_02624,4,0.69,2.76,fireteam,0.884,0.0124,2024-12-04T10:34:07.998834
scroll_02625,5,0.54,2.7,fireteam,0.842,0.0148,2025-04-02T10:34:07.998844
scroll_02626,3,0.62,1.8599999999999999,sniper_pair,0.821,0.012,2024-08-02T10:34:07.998859
scroll_02627,4,0.42,1.68,sniper_pair,0.795,0.0122,2024-11-19T10:34:07.998870
scroll_02628,5,0.53,2.6500000000000004,fireteam,0.937,0.0137,2024-10-24T10:34:07.998886
scroll_02629,6,0.45,2.7,fireteam,0.962,0.0138,2024-11-14T10:34:07.998902
scroll_02630,4,0.6,2.4,sniper_pair,0.844,0.0115,2024-09-29T10:34:07.998913
scroll_02631,5,0.57,2.8499999999999996,fireteam,0.853,0.0129,2024-05-23T10:34:07.998923
scroll_02632,3,0.91,2.73,fireteam,0.941,0.0131,2025-02-06T10:34:07.998934
scroll_02633,4,0.72,2.88,fireteam,1.03,0.0138,2025-04-07T10:34:07.998944
scroll_02634,5,0.95,4.75,platoon,1.194,0.0186,2025-04-14T10:34:07.998955
scroll_02635,6,0.41,2.46,sniper_pair,0.855,0.0114,2024-07-08T10:34:07.998965
scroll_02636,4,0.93,3.72,squad,0.965,0.0168,2025-02-16T10:34:07.998975
scroll_02637,5,0.43,2.15,sniper_pair,0.82,0.0125,2024-10-25T10:34:07.998985
scroll_02638,2,0.68,1.36,sniper_pair,0.771,0.0121,2024-09-09T10:34:07.998995
scroll_02639,6,0.85,5.1,platoon,1.186,0.0189,2025-03-16T10:34:07.999006
scroll_02640,4,0.81,3.24,fireteam,0.892,0.0132,2024-09-10T10:34:07.999016
scroll_02641,4,0.91,3.64,squad,0.937,0.0209,2025-01-22T10:34:07.999026
scroll_02642,3,0.71,2.13,sniper_pair,0.804,0.0136,2025-05-15T10:34:07.999036
scroll_02643,3,0.5,1.5,sniper_pair,0.822,0.0111,2025-01-02T10:34:07.999053
scroll_02644,5,0.72,3.5999999999999996,squad,0.963,0.0159,2024-05-26T10:34:07.999071
scroll_02645,3,0.58,1.7399999999999998,sniper_pair,0.789,0.0119,2024-10-08T10:34:07.999087
scroll_02646,5,0.44,2.2,sniper_pair,0.818,0.0108,2024-07-18T10:34:07.999097
scroll_02647,2,0.75,1.5,sniper_pair,0.823,0.011,2024-06-21T10:34:07.999107
scroll_02648,3,0.55,1.6500000000000001,sniper_pair,0.882,0.0109,2024-09-27T10:34:07.999117
scroll_02649,4,0.53,2.12,sniper_pair,0.733,0.0128,2024-06-05T10:34:07.999128
scroll_02650,5,0.79,3.95,squad,0.979,0.0175,2025-02-02T10:34:07.999138
scroll_02651,5,0.47,2.3499999999999996,sniper_pair,0.786,0.0126,2024-06-17T10:34:07.999150
scroll_02652,4,0.8,3.2,fireteam,0.92,0.0134,2024-06-07T10:34:07.999160
scroll_02653,4,0.94,3.76,squad,1.054,0.018,2025-01-15T10:34:07.999170
scroll_02654,3,0.55,1.6500000000000001,sniper_pair,0.83,0.0126,2025-03-19T10:34:07.999180
scroll_02655,2,0.53,1.06,sniper_pair,0.787,0.0125,2025-03-11T10:34:07.999191
scroll_02656,2,0.98,1.96,sniper_pair,0.862,0.0137,2024-05-28T10:34:07.999209
scroll_02657,6,0.63,3.7800000000000002,squad,0.979,0.0182,2024-05-17T10:34:07.999223
scroll_02658,4,0.62,2.48,sniper_pair,0.713,0.0107,2024-10-05T10:34:07.999237
scroll_02659,2,0.69,1.38,sniper_pair,0.764,0.0136,2024-11-11T10:34:07.999254
scroll_02660,6,0.7,4.199999999999999,squad,0.995,0.0163,2024-06-03T10:34:07.999265
scroll_02661,6,0.64,3.84,squad,1.008,0.0161,2024-10-12T10:34:07.999277
scroll_02662,5,0.9,4.5,platoon,1.156,0.0164,2025-03-02T10:34:07.999291
scroll_02663,4,0.54,2.16,sniper_pair,0.779,0.0123,2024-07-16T10:34:07.999308
scroll_02664,2,0.52,1.04,sniper_pair,0.785,0.0108,2024-12-17T10:34:07.999320
scroll_02665,2,0.53,1.06,sniper_pair,0.812,0.0132,2025-03-07T10:34:07.999334
scroll_02666,2,0.67,1.34,sniper_pair,0.809,0.0102,2024-10-07T10:34:07.999352
scroll_02667,3,0.71,2.13,sniper_pair,0.832,0.0106,2024-07-21T10:34:07.999366
scroll_02668,4,0.77,3.08,fireteam,0.974,0.014,2025-01-13T10:34:07.999376
scroll_02669,4,0.48,1.92,sniper_pair,0.816,0.0132,2024-06-09T10:34:07.999387
scroll_02670,4,0.88,3.52,squad,0.993,0.019,2024-08-11T10:34:07.999397
scroll_02671,3,0.89,2.67,fireteam,0.974,0.0134,2024-10-19T10:34:07.999408
scroll_02672,4,0.49,1.96,sniper_pair,0.811,0.0133,2024-09-01T10:34:07.999417
scroll_02673,4,0.48,1.92,sniper_pair,0.847,0.0104,2024-07-19T10:34:07.999427
scroll_02674,4,0.71,2.84,fireteam,0.884,0.0158,2024-12-11T10:34:07.999437
scroll_02675,6,0.83,4.9799999999999995,platoon,1.282,0.0197,2024-10-27T10:34:07.999450
scroll_02676,5,0.96,4.8,platoon,1.321,0.0195,2024-07-31T10:34:07.999469
scroll_02677,4,0.56,2.24,sniper_pair,0.835,0.0124,2024-07-06T10:34:07.999480
scroll_02678,6,0.98,5.88,company,1.561,0.0208,2024-07-25T10:34:07.999490
scroll_02679,3,0.57,1.71,sniper_pair,0.833,0.0109,2024-11-27T10:34:07.999501
scroll_02680,5,0.73,3.65,squad,0.901,0.0162,2024-09-04T10:34:07.999511
scroll_02681,5,0.58,2.9,fireteam,0.94,0.0125,2024-08-02T10:34:07.999521
scroll_02682,6,0.86,5.16,platoon,1.344,0.0175,2025-03-18T10:34:07.999532
scroll_02683,4,0.97,3.88,squad,0.98,0.0175,2024-10-07T10:34:07.999542
scroll_02684,6,0.83,4.9799999999999995,platoon,1.123,0.0179,2025-04-10T10:34:07.999552
scroll_02685,4,0.68,2.72,fireteam,0.876,0.0151,2025-04-23T10:34:07.999562
scroll_02686,4,0.72,2.88,fireteam,0.895,0.0148,2025-03-07T10:34:07.999572
scroll_02687,6,0.94,5.64,company,1.519,0.0207,2025-03-22T10:34:07.999583
scroll_02688,2,0.51,1.02,sniper_pair,0.754,0.0116,2024-09-11T10:34:07.999593
scroll_02689,5,0.65,3.25,fireteam,0.939,0.0144,2024-10-04T10:34:07.999607
scroll_02690,6,0.67,4.0200000000000005,squad,0.917,0.0178,2024-07-20T10:34:07.999624
scroll_02691,3,0.77,2.31,sniper_pair,0.803,0.0129,2024-08-20T10:34:07.999635
scroll_02692,6,0.68,4.08,squad,1.008,0.016,2024-07-20T10:34:07.999645
scroll_02693,3,0.74,2.2199999999999998,sniper_pair,0.861,0.0118,2025-02-20T10:34:07.999655
scroll_02694,3,0.88,2.64,fireteam,0.861,0.0158,2025-04-09T10:34:07.999665
scroll_02695,3,0.66,1.98,sniper_pair,0.902,0.0133,2024-06-05T10:34:07.999682
scroll_02696,4,0.68,2.72,fireteam,0.891,0.0134,2024-07-04T10:34:07.999698
scroll_02697,3,0.46,1.3800000000000001,sniper_pair,0.833,0.0121,2025-03-28T10:34:07.999709
scroll_02698,5,0.7,3.5,squad,0.974,0.0158,2024-12-18T10:34:07.999719
scroll_02699,3,0.57,1.71,sniper_pair,0.739,0.0129,2025-01-05T10:34:07.999729
scroll_02700,5,0.94,4.699999999999999,platoon,1.274,0.0192,2024-12-30T10:34:07.999740
scroll_02701,6,0.8,4.800000000000001,platoon,1.224,0.0187,2024-08-02T10:34:07.999751
scroll_02702,5,0.6,3.0,fireteam,0.876,0.0137,2024-11-01T10:34:07.999761
scroll_02703,5,0.78,3.9000000000000004,squad,1.017,0.0186,2025-03-03T10:34:07.999771
scroll_02704,6,0.56,3.3600000000000003,fireteam,0.901,0.0147,2024-05-22T10:34:07.999781
scroll_02705,5,0.87,4.35,squad,0.94,0.0186,2024-09-27T10:34:07.999792
scroll_02706,3,0.93,2.79,fireteam,0.909,0.0161,2024-08-09T10:34:07.999802
scroll_02707,6,0.95,5.699999999999999,company,1.544,0.0197,2025-03-20T10:34:07.999820
scroll_02708,4,0.76,3.04,fireteam,0.963,0.0127,2025-04-23T10:34:07.999832
scroll_02709,6,0.4,2.4000000000000004,sniper_pair,0.768,0.0119,2024-09-18T10:34:07.999843
scroll_02710,6,0.63,3.7800000000000002,squad,1.005,0.0166,2024-06-09T10:34:07.999856
scroll_02711,5,0.7,3.5,squad,1.046,0.0156,2024-05-21T10:34:07.999873
scroll_02712,2,0.54,1.08,sniper_pair,0.795,0.012,2025-04-10T10:34:07.999887
scroll_02713,2,0.66,1.32,sniper_pair,0.889,0.0141,2025-01-07T10:34:07.999904
scroll_02714,2,0.63,1.26,sniper_pair,0.782,0.0126,2025-04-13T10:34:07.999920
scroll_02715,6,0.69,4.14,squad,1.008,0.0167,2025-04-01T10:34:07.999933
scroll_02716,2,0.41,0.82,sniper_pair,0.791,0.012,2024-07-26T10:34:07.999952
scroll_02717,3,0.9,2.7,fireteam,0.86,0.0125,2024-12-18T10:34:07.999970
scroll_02718,2,0.89,1.78,sniper_pair,0.786,0.0105,2024-10-23T10:34:07.999983
scroll_02719,5,0.59,2.9499999999999997,fireteam,0.772,0.013,2025-03-03T10:34:07.999993
scroll_02720,3,0.66,1.98,sniper_pair,0.836,0.0123,2024-12-15T10:34:08.000003
scroll_02721,6,0.68,4.08,squad,0.937,0.0175,2024-08-28T10:34:08.000013
scroll_02722,5,0.51,2.55,fireteam,0.826,0.015,2024-05-19T10:34:08.000024
scroll_02723,4,0.97,3.88,squad,0.977,0.0176,2025-04-04T10:34:08.000034
scroll_02724,2,0.66,1.32,sniper_pair,0.795,0.0112,2024-08-02T10:34:08.000044
scroll_02725,3,0.98,2.94,fireteam,0.804,0.0144,2024-05-23T10:34:08.000054
scroll_02726,3,0.99,2.9699999999999998,fireteam,0.833,0.0153,2025-03-17T10:34:08.000066
scroll_02727,5,0.51,2.55,fireteam,0.908,0.0158,2024-08-06T10:34:08.000076
scroll_02728,3,0.44,1.32,sniper_pair,0.714,0.0124,2024-05-27T10:34:08.000087
scroll_02729,5,0.95,4.75,platoon,1.168,0.0206,2025-02-18T10:34:08.000098
scroll_02730,6,0.72,4.32,squad,1.002,0.0168,2024-08-18T10:34:08.000108
scroll_02731,4,0.42,1.68,sniper_pair,0.726,0.0119,2024-09-24T10:34:08.000119
scroll_02732,6,0.83,4.9799999999999995,platoon,1.168,0.0188,2024-12-11T10:34:08.000137
scroll_02733,3,0.75,2.25,sniper_pair,0.87,0.0119,2024-08-01T10:34:08.000156
scroll_02734,6,0.45,2.7,fireteam,0.978,0.0139,2025-02-20T10:34:08.000172
scroll_02735,2,0.75,1.5,sniper_pair,0.782,0.0118,2025-03-17T10:34:08.000189
scroll_02736,5,0.63,3.15,fireteam,0.886,0.0124,2024-07-25T10:34:08.000202
scroll_02737,6,0.85,5.1,platoon,1.163,0.0194,2024-12-28T10:34:08.000213
scroll_02738,6,0.47,2.82,fireteam,0.95,0.0138,2025-03-08T10:34:08.000223
scroll_02739,5,0.43,2.15,sniper_pair,0.71,0.0094,2024-12-04T10:34:08.000233
scroll_02740,4,0.98,3.92,squad,0.944,0.0169,2024-11-24T10:34:08.000243
scroll_02741,5,0.69,3.4499999999999997,fireteam,0.98,0.014,2024-07-30T10:34:08.000253
scroll_02742,5,0.65,3.25,fireteam,0.857,0.0151,2024-07-23T10:34:08.000263
scroll_02743,4,0.65,2.6,fireteam,0.922,0.0135,2024-11-18T10:34:08.000273
scroll_02744,4,0.78,3.12,fireteam,0.888,0.0153,2025-01-04T10:34:08.000284
scroll_02745,5,0.47,2.3499999999999996,sniper_pair,0.802,0.0129,2025-01-27T10:34:08.000302
scroll_02746,6,0.9,5.4,platoon,1.147,0.0188,2024-10-08T10:34:08.000314
scroll_02747,2,0.65,1.3,sniper_pair,0.784,0.0122,2024-09-02T10:34:08.000324
scroll_02748,2,0.84,1.68,sniper_pair,0.834,0.0105,2024-11-08T10:34:08.000335
scroll_02749,2,0.89,1.78,sniper_pair,0.827,0.0127,2024-11-27T10:34:08.000345
scroll_02750,4,0.85,3.4,fireteam,0.898,0.0151,2024-10-07T10:34:08.000355
scroll_02751,3,0.94,2.82,fireteam,0.877,0.0147,2024-11-12T10:34:08.000367
scroll_02752,6,0.87,5.22,platoon,1.16,0.0189,2025-02-20T10:34:08.000384
scroll_02753,5,0.83,4.1499999999999995,squad,0.909,0.0165,2024-05-17T10:34:08.000397
scroll_02754,3,0.47,1.41,sniper_pair,0.775,0.0115,2024-12-09T10:34:08.000415
scroll_02755,5,0.46,2.3000000000000003,sniper_pair,0.769,0.0116,2024-12-16T10:34:08.000442
scroll_02756,5,0.47,2.3499999999999996,sniper_pair,0.737,0.0124,2024-08-13T10:34:08.000457
scroll_02757,3,0.71,2.13,sniper_pair,0.786,0.0128,2025-04-03T10:34:08.000474
scroll_02758,3,0.88,2.64,fireteam,0.879,0.0145,2024-11-01T10:34:08.000490
scroll_02759,2,0.91,1.82,sniper_pair,0.846,0.0124,2024-12-10T10:34:08.000506
scroll_02760,5,0.73,3.65,squad,0.956,0.0172,2025-04-07T10:34:08.000525
scroll_02761,2,0.72,1.44,sniper_pair,0.759,0.0127,2024-05-31T10:34:08.000538
scroll_02762,2,0.66,1.32,sniper_pair,0.82,0.0125,2025-03-11T10:34:08.000549
scroll_02763,2,0.44,0.88,sniper_pair,0.864,0.0118,2025-02-27T10:34:08.000560
scroll_02764,6,0.97,5.82,company,1.446,0.0198,2024-09-15T10:34:08.000574
scroll_02765,4,0.88,3.52,squad,0.917,0.0174,2025-02-23T10:34:08.000591
scroll_02766,6,0.61,3.66,squad,1.0,0.0166,2024-11-22T10:34:08.000602
scroll_02767,2,0.81,1.62,sniper_pair,0.717,0.0127,2025-03-25T10:34:08.000612
scroll_02768,2,0.41,0.82,sniper_pair,0.796,0.0116,2025-01-23T10:34:08.000622
scroll_02769,4,0.53,2.12,sniper_pair,0.778,0.013,2024-10-31T10:34:08.000633
scroll_02770,5,0.88,4.4,squad,1.091,0.0163,2025-04-10T10:34:08.000643
scroll_02771,6,0.62,3.7199999999999998,squad,0.984,0.016,2025-01-30T10:34:08.000653
scroll_02772,6,0.59,3.54,squad,0.968,0.0165,2025-04-05T10:34:08.000663
scroll_02773,3,0.46,1.3800000000000001,sniper_pair,0.885,0.0116,2024-12-26T10:34:08.000673
scroll_02774,5,0.9,4.5,platoon,1.224,0.0211,2025-03-28T10:34:08.000691
scroll_02775,3,0.49,1.47,sniper_pair,0.83,0.0125,2024-08-26T10:34:08.000704
scroll_02776,3,0.75,2.25,sniper_pair,0.792,0.0121,2025-05-14T10:34:08.000716
scroll_02777,4,0.84,3.36,fireteam,0.968,0.0154,2025-01-25T10:34:08.000726
scroll_02778,6,0.92,5.5200000000000005,company,1.574,0.0194,2024-12-13T10:34:08.000736
scroll_02779,6,0.67,4.0200000000000005,squad,1.022,0.0174,2024-10-18T10:34:08.000747
scroll_02780,4,0.82,3.28,fireteam,0.899,0.0144,2024-10-11T10:34:08.000757
scroll_02781,6,0.41,2.46,sniper_pair,0.742,0.0131,2024-07-10T10:34:08.000768
scroll_02782,4,0.47,1.88,sniper_pair,0.788,0.0121,2024-11-27T10:34:08.000778
scroll_02783,3,0.46,1.3800000000000001,sniper_pair,0.707,0.0141,2024-09-19T10:34:08.000788
scroll_02784,4,0.71,2.84,fireteam,0.909,0.0141,2024-11-12T10:34:08.000798
